,code,l,L,circuit_type,decoder,noise_model,n_cycles,which_detectors,error_rates,n_errorsamples,n_fail_cutoff,p,n_shots,n_fails,dec_time_per_shot
254,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.03594,20448,10000,7.330271459311424e-05
255,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.1,19782,10000,0.0001033816483166
256,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,1.4772610031e-05
257,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,1,2.0601698317e-05
258,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,34,3.6708479641e-05
259,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,121,8.692000766200001e-05
260,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,735,0.000200621231816
261,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00155862093122
262,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.0048171516093
263,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.01178285278111
264,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,1,0.0361001237172
265,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,10,0.09323352802357
266,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00143992581846
267,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.0043947008716399
268,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.0119206154923
269,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,0,0.03198583954498
270,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,10,0.08347844093634
271,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,1e-05,4000000,1,9.381857365e-06
272,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,3e-05,4000000,5,9.40220875475e-06
273,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0019819276791999
274,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0065421868285
275,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.017463750062
276,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0435971696555
277,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.1080786127631
278,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.005,100,11,0.2359098161
279,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,13,0.23957654362
280,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,16,0.2577241936
281,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,32,0.2576216779
282,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,33,0.26716474165
283,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,42,0.26528497091
284,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.01,100,54,0.2868021203799999
285,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,58,0.29873951172
286,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,71,0.30965478047
287,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,80,0.31840780005
288,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0013391760903
289,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.004094712617
290,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0107838297274
291,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0313415978095
292,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,1,0.076128314589
293,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00167,10000,16,0.1557638166893
294,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00464,10000,515,0.2761052879992
295,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.01292,1400,1000,0.3692191711185714
296,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.03594,1047,1000,0.3125651472101241
297,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.1,1027,1000,0.3440632614634858
308,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0017957913200999
309,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0058995537731
310,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0150600119172
311,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0373910261410999
312,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.092526452697
313,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.0014023445048199
314,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00455115804652
315,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,1,0.01215248869423
316,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,2,0.03218745813688
317,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,6,0.08550562040474
328,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,1000,1000,0.005,1000,40,0.238614807286
329,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,1000,1000,0.0058,1000,57,0.230092951022
330,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,1000,1000,0.0067,1000,109,0.250770526336
331,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,1000,1000,0.0075,1000,153,0.249654614197
332,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,1000,1000,0.0083,1000,185,0.246945775987
333,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,1000,1000,0.0092,1000,291,0.246831488388
334,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,1000,1000,0.01,1000,305,0.248213766791
335,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,1000,1000,0.0108,1000,381,0.264578981118
336,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,1000,1000,0.0117,1000,451,0.256752524846
337,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,1000,1000,0.0125,1000,536,0.265528172006
338,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,1.4901554102e-05
339,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,4,2.1027940631e-05
340,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,24,3.8105999199e-05
341,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,125,8.1860384266e-05
342,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,725,0.000204234812053
343,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,1.4147276927000002e-05
344,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,0,2.0006445837e-05
345,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,29,3.6082594552e-05
346,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,133,7.955187394200001e-05
347,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,731,0.000198744222569
348,surface,2,1,standard,pymatching,cli,3,1,logsweep,2000000,1000,1e-05,2000000,0,1.20433441635e-05
349,surface,2,1,standard,pymatching,cli,3,1,logsweep,2000000,1000,3e-05,2000000,0,1.1946109611e-05
350,surface,2,1,standard,pymatching,cli,3,1,logsweep,2000000,1000,8e-05,2000000,6,1.21959361185e-05
351,surface,2,1,standard,pymatching,cli,3,1,logsweep,2000000,1000,0.00022,2000000,73,1.1101325767e-05
352,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0014553152789
353,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0050268609342
354,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0132880927783
355,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0320653697319
356,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,2,0.0844861618079
357,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00167,10000,10,0.1670965436534
358,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00464,10000,543,0.275687202426
359,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.01292,1483,1000,0.3324311086122724
360,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.03594,1033,1000,0.3034268323610842
361,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.1,1027,1000,0.3466158081333982
362,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00134942697536
363,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00435432072529
364,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.01117727855588
365,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,1,0.0309907230363399
366,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.005,100,16,0.23618493724
367,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,10,0.24089754281
368,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,20,0.25389775747
369,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,34,0.25401924207
370,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,37,0.26118848152
371,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,40,0.2640174809
372,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.01,100,60,0.28106198095
373,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,56,0.28314357304
374,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,71,0.30751518651
375,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,72,0.30248938979
376,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,9.422192378e-06
377,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.147157415e-06
378,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,9.569585858e-06
379,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,1,1.0374387101e-05
380,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,19,1.2023060122e-05
381,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,1.7355965004999997e-05
382,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,4,2.5327640971e-05
383,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,27,4.4982275582e-05
394,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,1.5622725933e-05
395,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,1,2.3507758086e-05
396,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,24,4.3421285829e-05
397,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,1.0378152605e-05
398,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,1.0192659599e-05
399,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,9.870590772e-06
400,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,1,1.0516853448e-05
401,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,18,1.2281663418e-05
402,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.005,100,7,0.37203560091
403,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0058,100,11,0.38547296792
404,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0067,100,16,0.40656503273
405,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0075,100,23,0.40572530418
406,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0083,100,36,0.41053516074
407,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0092,100,38,0.42231551001
408,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.01,100,57,0.42518107724
409,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0108,100,58,0.43282869487
410,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0117,100,69,0.41239596681
411,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0125,100,63,0.38484995056
412,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00137436140186
413,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00414208104477
414,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.01068265263347
415,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,3,0.02886383075313
416,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,8,0.07401186017224
417,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.005,100,4,0.27753787011
418,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,10,0.29071942219
419,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,17,0.2963845417799999
420,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,24,0.3107130289599999
421,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,41,0.31837803285
422,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,32,0.31747483826
423,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.01,100,47,0.3177861155099999
424,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,57,0.31621603654
425,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,61,0.33753205505
426,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,66,0.32452664135
427,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,pseudo_threshold,100000,1000,0.00533,20485,1000,0.0325591193086648
428,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,pseudo_threshold,100000,1000,0.00567,16418,1000,0.0334360395202826
429,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,pseudo_threshold,100000,1000,0.006,14232,1000,0.0346488498657251
430,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00146104598426
431,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00445617078872
432,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.012167210957
433,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,10000,1000,0.005,10000,396,0.2814448528689
434,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,10000,1000,0.0058,10000,642,0.2613879176019
435,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,10000,1000,0.0067,9659,1000,0.2740655224981882
436,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,10000,1000,0.0075,6291,1000,0.2684421119402321
437,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,10000,1000,0.0083,4977,1000,0.2852778328667872
438,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,10000,1000,0.0092,3844,1000,0.3228791243155567
439,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,10000,1000,0.01,3096,1000,0.281018518117248
440,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,10000,1000,0.0108,2515,1000,0.2803275758528827
441,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,10000,1000,0.0117,2199,1000,0.3245888906416553
442,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cl,5,1,threshold,10000,1000,0.0125,1966,1000,0.3173364681027467
453,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,7.682385662e-06
454,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,7.763686059e-06
455,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,8.002960125e-06
456,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,1,8.526888277e-06
457,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,16,9.62490615e-06
458,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0014415616546
459,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0050798979801
460,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0125397229793
461,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0348341755547
462,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,1,0.0871391355822
463,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00148507714941
464,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.0044505439221
465,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.01171940418465
466,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,0,0.03238551018863
467,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,6,0.08303521116068
468,surface,2,1,standard,pymatching,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,8.918065396e-06
469,surface,2,1,standard,pymatching,cli,3,1,logsweep,1000000,1000,3e-05,1000000,1,8.758852037e-06
470,surface,2,1,standard,pymatching,cli,3,1,logsweep,1000000,1000,8e-05,1000000,3,9.186125120999998e-06
471,surface,2,1,standard,pymatching,cli,3,1,logsweep,1000000,1000,0.00022,1000000,35,9.124586413e-06
472,surface,2,1,standard,pymatching,cli,3,1,logsweep,1000000,1000,0.0006,1000000,283,9.8302782e-06
473,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0014595315965
474,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0046289140256
475,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0124083812731
476,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0335963461498999
477,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.0874984987607
478,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00167,10000,13,0.1663223344718999
479,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00464,10000,513,0.2737134058843
480,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.01292,1432,1000,0.3349108983163408
481,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.03594,1040,1000,0.3026659435086538
482,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.1,1035,1000,0.346038788610628
483,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,9.064578457e-06
484,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.549633275e-06
485,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,9.960241975e-06
486,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,0,1.1248521957e-05
487,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,19,1.2918953629e-05
488,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.005,100,12,0.21472171988
489,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,15,0.21684299459
490,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,20,0.22721681062
491,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,31,0.2345524394799999
492,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,37,0.23521442715
493,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,55,0.24354665909
494,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.01,100,58,0.2524452917599999
495,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,60,0.26129731879
496,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,72,0.26845985442
497,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,77,0.27008974094
